"rowid","Species","Confidence","True.Positive","Voc.ID","ARU.Name","Date","Hour","Minute","Second","File"
1579,"Swainson's Warbler",0.43,NA,79,"UF2-9",20240526,7,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240526_070200.wav"
1580,"Swainson's Warbler",0.51,NA,80,"UF2-9",20240603,7,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240603_070100.wav"
1581,"Swainson's Warbler",0.47,NA,81,"UF2-4",20240605,6,3,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240605_060300.wav"
1582,"Swainson's Warbler",0.44,NA,82,"UF2-9",20240526,6,4,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240526_060400.wav"
1583,"Swainson's Warbler",0.35,NA,83,"UF2-9",20240603,6,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240603_060200.wav"
1584,"Swainson's Warbler",0.66,NA,84,"UF2-9",20240523,6,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240523_060200.wav"
1585,"Swainson's Warbler",0.77,NA,85,"UF2-4",20240609,8,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240609_080100.wav"
1586,"Swainson's Warbler",0.33,NA,86,"UF2-1",20240605,6,0,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240605_060000.wav"
1587,"Swainson's Warbler",0.44,NA,87,"UF3-2",20240609,8,0,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240609_080000.wav"
1588,"Swainson's Warbler",0.56,NA,88,"UF2-9",20240605,6,2,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240605_060200.wav"
1589,"Swainson's Warbler",0.54,NA,89,"UF2-9",20240603,6,4,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240603_060400.wav"
1590,"Swainson's Warbler",0.48,NA,90,"UF2-9",20240526,6,4,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240526_060400.wav"
1591,"Swainson's Warbler",0.61,NA,91,"UF2-9",20240613,6,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240613_060000.wav"
1592,"Swainson's Warbler",0.35,NA,92,"UF2-9",20240609,8,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240609_080000.wav"
1593,"Swainson's Warbler",0.32,NA,93,"UF2-4",20240603,6,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240603_060200.wav"
1594,"Swainson's Warbler",0.39,NA,94,"UF2-9",20240604,6,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240604_060200.wav"
1595,"Swainson's Warbler",0.53,NA,95,"UF2-9",20240525,6,4,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240525_060400.wav"
1596,"Swainson's Warbler",0.53,NA,96,"UF2-9",20240613,8,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240613_080300.wav"
1597,"Swainson's Warbler",0.46,NA,97,"UF3-4",20240605,6,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240605_060300.wav"
1598,"Swainson's Warbler",0.57,NA,98,"UF2-1",20240527,7,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240527_070100.wav"
1599,"Swainson's Warbler",0.32,NA,99,"UF2-6",20240601,6,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240601_060400.wav"
1600,"Swainson's Warbler",0.41,NA,100,"UF2-6",20240528,7,0,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Swainsons_Warbler\20240528_070000.wav"
1601,"Tufted Titmouse",0.38,NA,1,"UF3-1",20240522,7,3,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240522_070300.wav"
1602,"Tufted Titmouse",0.46,NA,2,"UF3-1",20240528,8,4,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240528_080400.wav"
1603,"Tufted Titmouse",0.49,NA,3,"UF2-12",20240530,7,4,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240530_070400.wav"
1604,"Tufted Titmouse",0.6,NA,4,"UF3-1",20240527,7,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070400.wav"
1605,"Tufted Titmouse",0.56,NA,5,"UF3-1",20240531,8,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240531_080000.wav"
1606,"Tufted Titmouse",0.43,NA,6,"UF3-4",20240525,7,3,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_070300.wav"
1607,"Tufted Titmouse",0.59,NA,7,"UF2-6",20240610,7,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_070200.wav"
1608,"Tufted Titmouse",0.83,NA,8,"UF2-12",20240607,8,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240607_080200.wav"
1609,"Tufted Titmouse",0.64,NA,9,"UF3-1",20240527,7,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070200.wav"
1610,"Tufted Titmouse",0.52,NA,10,"UF3-1",20240525,7,2,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_070200.wav"
1611,"Tufted Titmouse",0.5,NA,11,"UF2-6",20240530,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240530_080300.wav"
1612,"Tufted Titmouse",0.43,NA,12,"UF2-12",20240609,6,1,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_060100.wav"
1613,"Tufted Titmouse",0.71,NA,13,"UF3-7",20240612,8,4,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_080400.wav"
1614,"Tufted Titmouse",0.61,NA,14,"UF2-6",20240610,8,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080100.wav"
1615,"Tufted Titmouse",0.78,NA,15,"UF3-2",20240613,7,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240613_070000.wav"
1616,"Tufted Titmouse",0.44,NA,16,"UF2-12",20240525,8,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_080300.wav"
1617,"Tufted Titmouse",0.55,NA,17,"UF2-12",20240609,6,1,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_060100.wav"
1618,"Tufted Titmouse",0.92,NA,18,"UF2-6",20240612,7,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070200.wav"
1619,"Tufted Titmouse",0.56,NA,19,"UF2-12",20240607,8,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240607_080400.wav"
1620,"Tufted Titmouse",0.63,NA,20,"UF3-2",20240613,7,0,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240613_070000.wav"
1621,"Tufted Titmouse",0.83,NA,21,"UF2-12",20240525,8,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_080300.wav"
1622,"Tufted Titmouse",0.53,NA,22,"UF2-12",20240605,7,1,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240605_070100.wav"
1623,"Tufted Titmouse",0.76,NA,23,"UF3-1",20240527,7,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070200.wav"
1624,"Tufted Titmouse",0.58,NA,24,"UF2-6",20240610,8,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080000.wav"
1625,"Tufted Titmouse",0.69,NA,25,"UF3-1",20240529,7,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240529_070200.wav"
1626,"Tufted Titmouse",0.61,NA,26,"UF2-12",20240610,8,3,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080300.wav"
1627,"Tufted Titmouse",0.52,NA,27,"UF2-6",20240610,8,1,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080100.wav"
1628,"Tufted Titmouse",0.36,NA,28,"UF2-6",20240612,7,2,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070200.wav"
1629,"Tufted Titmouse",0.74,NA,29,"UF3-1",20240525,7,4,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_070400.wav"
1630,"Tufted Titmouse",0.81,NA,30,"UF2-6",20240530,8,3,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240530_080300.wav"
1631,"Tufted Titmouse",0.53,NA,31,"UF3-1",20240521,7,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240521_070300.wav"
1632,"Tufted Titmouse",0.36,NA,32,"UF2-1",20240609,8,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_080200.wav"
1633,"Tufted Titmouse",0.44,NA,33,"UF2-6",20240609,7,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_070100.wav"
1634,"Tufted Titmouse",0.61,NA,34,"UF2-4",20240530,7,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240530_070000.wav"
1635,"Tufted Titmouse",0.83,NA,35,"UF2-12",20240607,8,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240607_080200.wav"
1636,"Tufted Titmouse",0.8,NA,36,"UF2-6",20240612,7,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070100.wav"
1637,"Tufted Titmouse",0.44,NA,37,"UF2-6",20240609,7,1,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_070100.wav"
1638,"Tufted Titmouse",0.52,NA,38,"UF2-6",20240612,7,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070100.wav"
1639,"Tufted Titmouse",0.32,NA,39,"UF3-1",20240521,8,4,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240521_080400.wav"
1640,"Tufted Titmouse",0.9,NA,40,"UF2-1",20240609,8,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_080200.wav"
1641,"Tufted Titmouse",0.89,NA,41,"UF2-6",20240612,7,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070200.wav"
1642,"Tufted Titmouse",0.43,NA,42,"UF2-12",20240607,8,4,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240607_080400.wav"
1643,"Tufted Titmouse",0.32,NA,43,"UF3-1",20240521,7,3,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240521_070300.wav"
1644,"Tufted Titmouse",0.57,NA,44,"UF2-12",20240609,6,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_060000.wav"
1645,"Tufted Titmouse",0.62,NA,45,"UF3-1",20240527,7,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070300.wav"
1646,"Tufted Titmouse",0.53,NA,46,"UF3-4",20240527,8,3,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_080300.wav"
1647,"Tufted Titmouse",0.4,NA,47,"UF2-6",20240530,8,2,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240530_080200.wav"
1648,"Tufted Titmouse",0.41,NA,48,"UF3-1",20240527,7,4,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070400.wav"
1649,"Tufted Titmouse",0.67,NA,49,"UF2-6",20240612,7,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070300.wav"
1650,"Tufted Titmouse",0.84,NA,50,"UF3-1",20240527,7,4,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070400.wav"
1651,"Tufted Titmouse",0.56,NA,51,"UF3-9",20240602,7,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240602_070000.wav"
1652,"Tufted Titmouse",0.39,NA,52,"UF2-6",20240608,7,0,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240608_070000.wav"
1653,"Tufted Titmouse",0.54,NA,53,"UF3-9",20240523,6,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240523_060100.wav"
1654,"Tufted Titmouse",0.44,NA,54,"UF3-4",20240520,6,3,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240520_060300.wav"
1655,"Tufted Titmouse",0.4,NA,55,"UF3-1",20240521,7,2,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240521_070200.wav"
1656,"Tufted Titmouse",0.67,NA,56,"UF2-12",20240525,8,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_080200.wav"
1657,"Tufted Titmouse",0.63,NA,57,"UF3-4",20240611,7,0,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240611_070000.wav"
1658,"Tufted Titmouse",0.51,NA,58,"UF2-6",20240610,8,1,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080100.wav"
1659,"Tufted Titmouse",0.41,NA,59,"UF3-1",20240527,7,2,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070200.wav"
1660,"Tufted Titmouse",0.66,NA,60,"UF3-1",20240529,7,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240529_070200.wav"
1661,"Tufted Titmouse",0.56,NA,61,"UF2-12",20240601,8,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240601_080200.wav"
1662,"Tufted Titmouse",0.44,NA,62,"UF3-4",20240608,7,0,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240608_070000.wav"
1663,"Tufted Titmouse",0.57,NA,63,"UF2-6",20240610,8,1,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080100.wav"
1664,"Tufted Titmouse",0.77,NA,64,"UF2-6",20240612,7,3,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070300.wav"
1665,"Tufted Titmouse",0.69,NA,65,"UF2-12",20240525,8,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_080100.wav"
1666,"Tufted Titmouse",0.45,NA,66,"UF3-7",20240611,7,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240611_070400.wav"
1667,"Tufted Titmouse",0.51,NA,67,"UF3-1",20240522,7,1,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240522_070100.wav"
1668,"Tufted Titmouse",0.63,NA,68,"UF3-1",20240527,7,3,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070300.wav"
1669,"Tufted Titmouse",0.74,NA,69,"UF3-1",20240525,7,4,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_070400.wav"
1670,"Tufted Titmouse",0.65,NA,70,"UF2-6",20240612,7,4,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070400.wav"
1671,"Tufted Titmouse",0.48,NA,71,"UF2-6",20240610,8,0,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080000.wav"
1672,"Tufted Titmouse",0.52,NA,72,"UF3-1",20240521,7,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240521_070300.wav"
1673,"Tufted Titmouse",0.83,NA,73,"UF3-1",20240525,7,4,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_070400.wav"
1674,"Tufted Titmouse",0.91,NA,74,"UF2-12",20240525,6,0,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_060000.wav"
1675,"Tufted Titmouse",0.97,NA,75,"UF2-12",20240607,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240607_080300.wav"
1676,"Tufted Titmouse",0.67,NA,76,"UF2-6",20240609,7,1,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_070100.wav"
1677,"Tufted Titmouse",0.42,NA,77,"UF3-4",20240519,8,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240519_080300.wav"
1678,"Tufted Titmouse",0.57,NA,78,"UF2-4",20240611,8,3,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240611_080300.wav"
1679,"Tufted Titmouse",0.66,NA,79,"UF3-4",20240611,7,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240611_070300.wav"
1680,"Tufted Titmouse",0.48,NA,80,"UF2-4",20240531,7,1,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240531_070100.wav"
1681,"Tufted Titmouse",0.64,NA,81,"UF2-1",20240609,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_080300.wav"
1682,"Tufted Titmouse",0.87,NA,82,"UF2-6",20240612,7,3,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070300.wav"
1683,"Tufted Titmouse",0.35,NA,83,"UF3-1",20240519,7,2,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240519_070200.wav"
1684,"Tufted Titmouse",0.45,NA,84,"UF3-4",20240611,7,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240611_070300.wav"
1685,"Tufted Titmouse",0.36,NA,85,"UF2-12",20240609,6,1,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_060100.wav"
1686,"Tufted Titmouse",0.88,NA,86,"UF3-1",20240527,7,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070300.wav"
1687,"Tufted Titmouse",0.46,NA,87,"UF3-4",20240520,8,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240520_080000.wav"
1688,"Tufted Titmouse",0.79,NA,88,"UF3-4",20240611,7,3,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240611_070300.wav"
1689,"Tufted Titmouse",0.44,NA,89,"UF3-1",20240521,7,2,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240521_070200.wav"
1690,"Tufted Titmouse",0.65,NA,90,"UF3-1",20240525,7,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_070400.wav"
1691,"Tufted Titmouse",0.67,NA,91,"UF2-6",20240612,7,3,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070300.wav"
1692,"Tufted Titmouse",0.73,NA,92,"UF2-6",20240612,7,4,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240612_070400.wav"
1693,"Tufted Titmouse",0.58,NA,93,"UF3-1",20240525,6,3,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240525_060300.wav"
1694,"Tufted Titmouse",0.77,NA,94,"UF2-12",20240610,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240610_080300.wav"
1695,"Tufted Titmouse",0.33,NA,95,"UF3-2",20240523,7,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240523_070000.wav"
1696,"Tufted Titmouse",0.57,NA,96,"UF3-1",20240527,7,1,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240527_070100.wav"
1697,"Tufted Titmouse",0.74,NA,97,"UF3-2",20240613,7,0,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240613_070000.wav"
1698,"Tufted Titmouse",0.75,NA,98,"UF2-12",20240607,8,0,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240607_080000.wav"
1699,"Tufted Titmouse",0.38,NA,99,"UF3-9",20240523,6,1,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240523_060100.wav"
1700,"Tufted Titmouse",0.56,NA,100,"UF2-12",20240609,6,0,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Tufted_Titmouse\20240609_060000.wav"
1701,"Wood Thrush",0.51,NA,1,"UF3-1",20240605,7,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240605_070000.wav"
1702,"Wood Thrush",0.54,NA,2,"UF3-9",20240601,6,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240601_060200.wav"
1703,"Wood Thrush",0.56,NA,3,"UF2-4",20240520,6,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240520_060100.wav"
1704,"Wood Thrush",0.89,NA,4,"UF3-1",20240605,7,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240605_070100.wav"
1705,"Wood Thrush",0.38,NA,5,"UF2-4",20240602,8,3,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240602_080300.wav"
1706,"Wood Thrush",0.71,NA,6,"UF3-1",20240608,8,2,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240608_080200.wav"
1707,"Wood Thrush",0.71,NA,7,"UF2-4",20240523,6,3,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240523_060300.wav"
1708,"Wood Thrush",0.9,NA,8,"UF2-6",20240602,6,1,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240602_060100.wav"
1709,"Wood Thrush",0.36,NA,9,"UF2-4",20240602,8,3,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240602_080300.wav"
1710,"Wood Thrush",0.44,NA,10,"UF3-9",20240525,6,2,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240525_060200.wav"
1711,"Wood Thrush",0.58,NA,11,"UF2-12",20240604,8,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240604_080200.wav"
1712,"Wood Thrush",0.81,NA,12,"UF2-4",20240602,8,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240602_080300.wav"
1713,"Wood Thrush",0.59,NA,13,"UF2-12",20240522,7,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240522_070000.wav"
1714,"Wood Thrush",0.67,NA,14,"UF2-4",20240602,8,2,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240602_080200.wav"
1715,"Wood Thrush",0.68,NA,15,"UF2-12",20240604,8,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240604_080200.wav"
1716,"Wood Thrush",0.71,NA,16,"UF3-1",20240612,6,1,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240612_060100.wav"
1717,"Wood Thrush",0.78,NA,17,"UF2-12",20240604,8,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240604_080300.wav"
1718,"Wood Thrush",0.48,NA,18,"UF2-4",20240602,8,1,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240602_080100.wav"
1719,"Wood Thrush",0.46,NA,19,"UF2-1",20240610,7,2,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240610_070200.wav"
1720,"Wood Thrush",0.54,NA,20,"UF3-1",20240608,8,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240608_080300.wav"
1721,"Wood Thrush",0.63,NA,21,"UF3-1",20240605,7,2,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Wood_Thrush\20240605_070200.wav"
