"rowid","Species","Confidence","True.Positive","Voc.ID","ARU.Name","Date","Hour","Minute","Second","File"
1,"Acadian Flycatcher",0.99,NA,1,"UF2-4",20240522,8,1,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240522_080100.wav"
2,"Acadian Flycatcher",0.91,NA,2,"UF2-1",20240521,7,0,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240521_070000.wav"
3,"Acadian Flycatcher",0.94,NA,3,"UF2-1",20240523,6,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240523_060100.wav"
4,"Acadian Flycatcher",0.58,NA,4,"UF3-9",20240525,6,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_060200.wav"
5,"Acadian Flycatcher",0.42,NA,5,"UF2-1",20240525,6,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_060100.wav"
6,"Acadian Flycatcher",0.92,NA,6,"UF2-6",20240517,8,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240517_080000.wav"
7,"Acadian Flycatcher",0.92,NA,7,"UF2-1",20240530,6,3,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_060300.wav"
8,"Acadian Flycatcher",0.48,NA,8,"UF2-4",20240607,7,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240607_070200.wav"
9,"Acadian Flycatcher",0.72,NA,9,"UF2-4",20240528,7,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240528_070100.wav"
10,"Acadian Flycatcher",0.5,NA,10,"UF2-9",20240517,7,1,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240517_070100.wav"
11,"Acadian Flycatcher",0.34,NA,11,"UF2-4",20240608,7,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240608_070200.wav"
12,"Acadian Flycatcher",0.54,NA,12,"UF2-4",20240601,7,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070300.wav"
13,"Acadian Flycatcher",0.59,NA,13,"UF2-1",20240530,7,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_070000.wav"
14,"Acadian Flycatcher",0.61,NA,14,"UF3-9",20240607,7,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240607_070400.wav"
15,"Acadian Flycatcher",0.32,NA,15,"UF2-9",20240602,8,2,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240602_080200.wav"
16,"Acadian Flycatcher",0.8,NA,16,"UF2-1",20240518,7,3,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240518_070300.wav"
17,"Acadian Flycatcher",0.95,NA,17,"UF2-6",20240608,7,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240608_070100.wav"
18,"Acadian Flycatcher",0.58,NA,18,"UF2-6",20240523,8,4,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240523_080400.wav"
19,"Acadian Flycatcher",0.56,NA,19,"UF2-1",20240531,8,3,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240531_080300.wav"
20,"Acadian Flycatcher",0.75,NA,20,"UF2-6",20240610,8,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240610_080300.wav"
21,"Acadian Flycatcher",0.81,NA,21,"UF2-4",20240526,6,4,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240526_060400.wav"
22,"Acadian Flycatcher",0.86,NA,22,"UF2-1",20240530,6,3,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_060300.wav"
23,"Acadian Flycatcher",0.84,NA,23,"UF2-4",20240527,8,4,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240527_080400.wav"
24,"Acadian Flycatcher",0.9,NA,24,"UF2-1",20240525,7,3,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_070300.wav"
25,"Acadian Flycatcher",0.77,NA,25,"UF2-1",20240530,8,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_080100.wav"
26,"Acadian Flycatcher",0.84,NA,26,"UF2-1",20240523,8,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240523_080200.wav"
27,"Acadian Flycatcher",0.69,NA,27,"UF2-6",20240520,8,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240520_080000.wav"
28,"Acadian Flycatcher",0.98,NA,28,"UF2-6",20240601,7,4,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070400.wav"
29,"Acadian Flycatcher",0.52,NA,29,"UF3-9",20240525,8,1,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_080100.wav"
30,"Acadian Flycatcher",0.62,NA,30,"UF2-1",20240527,7,2,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240527_070200.wav"
31,"Acadian Flycatcher",0.71,NA,31,"UF2-9",20240525,8,1,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_080100.wav"
32,"Acadian Flycatcher",0.73,NA,32,"UF2-4",20240524,8,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240524_080000.wav"
33,"Acadian Flycatcher",0.62,NA,33,"UF2-1",20240608,6,4,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240608_060400.wav"
34,"Acadian Flycatcher",0.56,NA,34,"UF2-6",20240601,6,4,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_060400.wav"
35,"Acadian Flycatcher",0.89,NA,35,"UF2-1",20240526,6,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240526_060000.wav"
36,"Acadian Flycatcher",0.62,NA,36,"UF3-9",20240603,6,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240603_060200.wav"
37,"Acadian Flycatcher",0.54,NA,37,"UF2-1",20240527,8,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240527_080100.wav"
38,"Acadian Flycatcher",0.76,NA,38,"UF2-4",20240524,6,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240524_060100.wav"
39,"Acadian Flycatcher",0.83,NA,39,"UF2-1",20240522,7,0,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240522_070000.wav"
40,"Acadian Flycatcher",0.56,NA,40,"UF3-9",20240525,6,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_060200.wav"
41,"Acadian Flycatcher",0.95,NA,41,"UF2-1",20240519,8,0,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240519_080000.wav"
42,"Acadian Flycatcher",0.94,NA,42,"UF3-1",20240601,7,2,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070200.wav"
43,"Acadian Flycatcher",0.99,NA,43,"UF2-1",20240524,7,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240524_070200.wav"
44,"Acadian Flycatcher",0.97,NA,44,"UF2-1",20240601,7,4,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070400.wav"
45,"Acadian Flycatcher",0.76,NA,45,"UF2-4",20240529,7,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240529_070000.wav"
46,"Acadian Flycatcher",0.49,NA,46,"UF2-1",20240526,6,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240526_060100.wav"
47,"Acadian Flycatcher",0.8,NA,47,"UF2-4",20240525,7,0,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_070000.wav"
48,"Acadian Flycatcher",0.55,NA,48,"UF2-9",20240529,6,4,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240529_060400.wav"
49,"Acadian Flycatcher",0.88,NA,49,"UF2-4",20240525,7,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_070100.wav"
50,"Acadian Flycatcher",0.52,NA,50,"UF2-1",20240530,8,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_080000.wav"
51,"Acadian Flycatcher",0.79,NA,51,"UF2-6",20240517,8,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240517_080200.wav"
52,"Acadian Flycatcher",0.58,NA,52,"UF2-1",20240527,7,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240527_070000.wav"
53,"Acadian Flycatcher",0.95,NA,53,"UF2-1",20240613,6,1,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240613_060100.wav"
54,"Acadian Flycatcher",0.86,NA,54,"UF3-1",20240601,8,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_080200.wav"
55,"Acadian Flycatcher",0.43,NA,55,"UF2-4",20240602,8,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240602_080400.wav"
56,"Acadian Flycatcher",0.58,NA,56,"UF2-12",20240519,7,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240519_070100.wav"
57,"Acadian Flycatcher",0.81,NA,57,"UF2-1",20240520,7,4,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240520_070400.wav"
58,"Acadian Flycatcher",0.89,NA,58,"UF2-4",20240525,7,1,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_070100.wav"
59,"Acadian Flycatcher",0.98,NA,59,"UF2-1",20240523,8,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240523_080000.wav"
60,"Acadian Flycatcher",0.65,NA,60,"UF2-4",20240601,7,3,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070300.wav"
61,"Acadian Flycatcher",0.5,NA,61,"UF2-4",20240531,7,4,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240531_070400.wav"
62,"Acadian Flycatcher",0.84,NA,62,"UF3-9",20240601,8,3,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_080300.wav"
63,"Acadian Flycatcher",0.93,NA,63,"UF3-1",20240601,7,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070300.wav"
64,"Acadian Flycatcher",0.96,NA,64,"UF2-6",20240531,7,2,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240531_070200.wav"
65,"Acadian Flycatcher",0.82,NA,65,"UF2-1",20240609,8,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240609_080300.wav"
66,"Acadian Flycatcher",0.93,NA,66,"UF2-1",20240526,6,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240526_060000.wav"
67,"Acadian Flycatcher",0.7,NA,67,"UF2-4",20240524,8,0,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240524_080000.wav"
68,"Acadian Flycatcher",0.58,NA,68,"UF3-9",20240525,6,2,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_060200.wav"
69,"Acadian Flycatcher",0.64,NA,69,"UF2-4",20240520,7,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240520_070200.wav"
70,"Acadian Flycatcher",0.81,NA,70,"UF2-1",20240527,7,2,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240527_070200.wav"
71,"Acadian Flycatcher",0.78,NA,71,"UF2-4",20240519,7,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240519_070300.wav"
72,"Acadian Flycatcher",0.96,NA,72,"UF2-1",20240528,6,3,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240528_060300.wav"
73,"Acadian Flycatcher",0.63,NA,73,"UF2-1",20240525,6,2,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_060200.wav"
74,"Acadian Flycatcher",0.68,NA,74,"UF2-4",20240519,7,2,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240519_070200.wav"
75,"Acadian Flycatcher",0.69,NA,75,"UF3-9",20240529,6,2,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240529_060200.wav"
76,"Acadian Flycatcher",0.36,NA,76,"UF3-4",20240530,6,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_060000.wav"
77,"Acadian Flycatcher",0.35,NA,77,"UF2-4",20240602,6,1,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240602_060100.wav"
78,"Acadian Flycatcher",0.88,NA,78,"UF3-1",20240530,6,4,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_060400.wav"
79,"Acadian Flycatcher",0.91,NA,79,"UF2-4",20240601,7,3,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070300.wav"
80,"Acadian Flycatcher",0.96,NA,80,"UF2-1",20240531,8,3,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240531_080300.wav"
81,"Acadian Flycatcher",0.56,NA,81,"UF3-9",20240604,7,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240604_070200.wav"
82,"Acadian Flycatcher",0.89,NA,82,"UF3-9",20240525,6,2,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_060200.wav"
83,"Acadian Flycatcher",0.81,NA,83,"UF3-9",20240610,7,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240610_070000.wav"
84,"Acadian Flycatcher",0.86,NA,84,"UF2-1",20240605,6,2,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240605_060200.wav"
85,"Acadian Flycatcher",0.9,NA,85,"UF2-1",20240524,7,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240524_070000.wav"
86,"Acadian Flycatcher",0.31,NA,86,"UF2-1",20240520,6,3,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240520_060300.wav"
87,"Acadian Flycatcher",0.79,NA,87,"UF2-1",20240530,8,2,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240530_080200.wav"
88,"Acadian Flycatcher",0.67,NA,88,"UF2-4",20240519,7,1,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240519_070100.wav"
89,"Acadian Flycatcher",0.55,NA,89,"UF3-9",20240603,6,0,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240603_060000.wav"
90,"Acadian Flycatcher",0.75,NA,90,"UF3-1",20240603,8,1,42,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240603_080100.wav"
91,"Acadian Flycatcher",0.7,NA,91,"UF2-1",20240525,8,0,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240525_080000.wav"
92,"Acadian Flycatcher",0.84,NA,92,"UF3-1",20240601,6,4,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_060400.wav"
93,"Acadian Flycatcher",0.84,NA,93,"UF3-2",20240611,7,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240611_070000.wav"
94,"Acadian Flycatcher",0.35,NA,94,"UF2-4",20240604,8,4,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240604_080400.wav"
95,"Acadian Flycatcher",0.55,NA,95,"UF3-9",20240610,7,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240610_070200.wav"
96,"Acadian Flycatcher",0.89,NA,96,"UF2-1",20240601,7,4,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_070400.wav"
97,"Acadian Flycatcher",0.78,NA,97,"UF2-1",20240611,7,4,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240611_070400.wav"
98,"Acadian Flycatcher",1,NA,98,"UF2-1",20240601,6,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240601_060100.wav"
99,"Acadian Flycatcher",0.96,NA,99,"UF2-9",20240604,7,0,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240604_070000.wav"
100,"Acadian Flycatcher",0.99,NA,100,"UF2-1",20240524,7,2,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\Acadian_Flycatcher\20240524_070200.wav"
101,"American Crow",0.35,NA,1,"UF2-4",20240605,8,0,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240605_080000.wav"
102,"American Crow",0.62,NA,2,"UF3-1",20240521,6,1,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240521_060100.wav"
103,"American Crow",0.37,NA,3,"UF2-1",20240606,8,1,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240606_080100.wav"
104,"American Crow",0.5,NA,4,"UF3-1",20240523,6,3,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240523_060300.wav"
105,"American Crow",0.71,NA,5,"UF3-1",20240523,6,3,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240523_060300.wav"
106,"American Crow",0.47,NA,6,"UF2-6",20240525,7,0,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240525_070000.wav"
107,"American Crow",0.66,NA,7,"UF2-6",20240528,7,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240528_070000.wav"
108,"American Crow",0.45,NA,8,"UF2-4",20240608,8,4,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_080400.wav"
109,"American Crow",0.31,NA,9,"UF2-9",20240603,7,4,27,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240603_070400.wav"
110,"American Crow",0.33,NA,10,"UF2-6",20240605,8,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240605_080000.wav"
111,"American Crow",0.47,NA,11,"UF3-4",20240526,6,4,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240526_060400.wav"
112,"American Crow",0.51,NA,12,"UF2-6",20240526,7,1,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240526_070100.wav"
113,"American Crow",0.46,NA,13,"UF3-4",20240608,6,3,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_060300.wav"
114,"American Crow",0.31,NA,14,"UF2-6",20240528,7,1,39,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240528_070100.wav"
115,"American Crow",0.31,NA,15,"UF2-6",20240601,8,2,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240601_080200.wav"
116,"American Crow",0.34,NA,16,"UF2-6",20240531,7,0,30,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240531_070000.wav"
117,"American Crow",0.57,NA,17,"UF2-6",20240531,7,4,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240531_070400.wav"
118,"American Crow",0.44,NA,18,"UF2-6",20240608,8,2,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_080200.wav"
119,"American Crow",0.39,NA,19,"UF3-4",20240530,7,4,9,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240530_070400.wav"
120,"American Crow",0.34,NA,20,"UF3-9",20240528,6,3,24,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240528_060300.wav"
121,"American Crow",0.64,NA,21,"UF2-6",20240608,8,1,57,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_080100.wav"
122,"American Crow",0.36,NA,22,"UF2-1",20240606,8,1,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240606_080100.wav"
123,"American Crow",0.48,NA,23,"UF3-4",20240608,6,4,36,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_060400.wav"
124,"American Crow",0.32,NA,24,"UF3-4",20240608,6,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_060300.wav"
125,"American Crow",0.44,NA,25,"UF3-4",20240531,8,0,0,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240531_080000.wav"
126,"American Crow",0.67,NA,26,"UF3-4",20240608,6,4,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_060400.wav"
127,"American Crow",0.35,NA,27,"UF3-2",20240520,6,0,45,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240520_060000.wav"
128,"American Crow",0.5,NA,28,"UF2-6",20240531,7,3,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240531_070300.wav"
129,"American Crow",0.39,NA,29,"UF2-4",20240605,8,4,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240605_080400.wav"
130,"American Crow",0.82,NA,30,"UF2-12",20240524,8,1,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240524_080100.wav"
131,"American Crow",0.47,NA,31,"UF2-6",20240608,8,2,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_080200.wav"
132,"American Crow",0.35,NA,32,"UF2-6",20240531,7,0,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240531_070000.wav"
133,"American Crow",0.71,NA,33,"UF2-1",20240602,8,3,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240602_080300.wav"
134,"American Crow",0.35,NA,34,"UF2-4",20240606,8,2,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240606_080200.wav"
135,"American Crow",0.69,NA,35,"UF2-9",20240603,7,3,3,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240603_070300.wav"
136,"American Crow",0.56,NA,36,"UF2-1",20240601,8,1,12,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240601_080100.wav"
137,"American Crow",0.41,NA,37,"UF2-6",20240605,8,0,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240605_080000.wav"
138,"American Crow",0.46,NA,38,"UF2-12",20240524,8,1,51,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240524_080100.wav"
139,"American Crow",0.69,NA,39,"UF2-6",20240601,6,0,21,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240601_060000.wav"
140,"American Crow",0.47,NA,40,"UF2-9",20240603,7,3,48,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240603_070300.wav"
141,"American Crow",0.33,NA,41,"UF2-6",20240605,8,0,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240605_080000.wav"
142,"American Crow",0.85,NA,42,"UF2-6",20240608,8,2,15,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_080200.wav"
143,"American Crow",0.52,NA,43,"UF2-4",20240605,7,2,18,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240605_070200.wav"
144,"American Crow",0.31,NA,44,"UF2-1",20240606,8,1,6,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240606_080100.wav"
145,"American Crow",0.4,NA,45,"UF2-9",20240602,8,1,33,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240602_080100.wav"
146,"American Crow",0.4,NA,46,"UF2-4",20240608,8,1,54,"C:\Users\willh\Documents\NCSU\Disertation_Code\BirdNet\Data\American_Crow\20240608_080100.wav"
